odometer_reading,engine_temp_c,engine_rpm,oil_pressure_psi,coolant_temp_c,fuel_level_percent,fuel_consumption_lph,vibration_level,engine_hours,brake_fluid_level_psi,brake_pad_wear_mm,brake_temp_c,abs_fault_indicator,battery_voltage_v,battery_current_a,battery_temp_c,battery_charge_percent,battery_health_percent,vehicle_speed_kph,tyre_pressure_psi,fault_indicator,engine_failure_imminent,brake_issue_imminent,battery_issue_imminent,organisation_type_enc,vehicle_type_enc,failure_type_enc,engine_temp_rpm_ratio,battery_stress_index,brake_wear_heat_ratio,fuel_efficiency_score,combined_failure_risk,label
-1.484560889880681,-1.2394485574316687,1.9214379226343448,0.3294747510582165,1.301704670807481,1.3292981613217747,0.2133001330269095,0.3280652334344687,0.3153792256856702,-0.04096861844946646,-0.5986931705451302,0.3104907745584836,-0.35957157380231636,-0.19575931521107506,0.040065605617339906,-1.1058020085549145,-0.773763521262425,-0.09897686668000602,-0.7566271754847163,0.9208480967236158,-0.2568053903222897,-0.16352640847695976,0.0,0.0,-1.360572816198794,-0.6889733011355199,0.22655259728794513,-1.1072156656322947,-0.10765064683027746,0.15016897004933072,-0.1786993723224877,-0.16352640847695976,0
0.01613163734097154,-0.40624426977449796,1.7547170800001615,0.8016596463089446,0.1463179229889112,-0.08927805185975739,0.2320504351108577,-0.7473582953864549,-0.8888286726635607,0.39154546662448775,0.8195195920700913,-0.5195416929314836,-0.35957157380231636,-0.9892622519422177,1.4750720879012127,1.6950142828139847,-1.3958966940253308,1.7922677240857734,1.1985875962107377,-0.0982320268647925,-0.2568053903222897,-0.16352640847695976,0.0,0.0,-1.360572816198794,-1.4013465528152116,0.22655259728794513,-1.0164113996707993,-0.4404238378778823,-0.3809994376211879,-0.1779275154497627,-0.16352640847695976,1
-1.5414894650672932,-0.5353466899020992,-0.18200890831613586,-0.27698299745264904,0.5715116623524006,-1.0322129222886638,-1.5356458830045163,-0.14461534050803843,0.32010815660991493,-0.29425579100886784,-0.6003143480370151,-0.844524717734806,-0.35957157380231636,-0.4130325587689099,-0.7392094883009116,-0.8345824426058028,-1.660062656311541,-0.13114098101451566,1.1886184317090027,0.8497494834500066,-0.2568053903222897,-0.16352640847695976,0.0,0.0,0.43375053750680753,1.4481464539035553,0.22655259728794513,-0.2795731982067586,-0.8973225964072814,-0.8796035740252872,-0.16767324574935333,-0.16352640847695976,0
-0.4881543759663241,-0.08679133338515657,1.2437770306785727,1.2352788104315753,0.9437774701989372,0.324420730339759,-0.0774669167999424,0.8374903475486699,-1.5629611988433065,-0.08894577117462155,1.0058403381997798,0.5431204799043642,-0.35957157380231636,1.7046197968278638,-0.07115905718037209,-0.1628189754607028,-0.09970135168708887,-0.02377542377461604,-1.8676511946389098,0.7786508701763972,-0.2568053903222897,-0.16352640847695976,0.0,0.0,1.3309122143596084,1.4481464539035553,0.22655259728794513,-0.8657773798370257,-0.3005619083206827,0.7971314083617163,-0.17914459226600812,-0.16352640847695976,0
-0.9194102497722954,0.1306780073393439,1.3810315344200923,0.6583231992095381,-0.19662595150677264,-0.845858133898662,-0.8519254878671916,0.8987511385740687,-0.17512355718176764,-0.02230233719377714,0.09813805319036394,1.658540802311843,-0.35957157380231636,0.1958211249926173,-0.7392094883009116,-1.2306369559683705,1.6508555770592657,-1.5201426371453772,-0.39677307905519704,1.3000407008495358,-0.2568053903222897,-0.16352640847695976,0.0,0.0,-0.46341113934599326,-1.4013465528152116,0.22655259728794513,-0.8868899524782548,-0.8973225964072814,1.6354862926989313,-0.1778518817267902,-0.16352640847695976,0
-0.986338430725855,0.19526678926985708,0.14814732089532037,-0.2647062342368032,-2.100717010284914,-0.188993777433785,-0.4277732068756815,-0.3310956884852781,-0.18547245683848845,0.21080072950120018,0.27977948064199243,1.2924411347269915,-0.35957157380231636,0.21755605081017093,-0.877221384458558,-0.586885405024298,0.4163446728076588,-1.4696457276451984,0.13785389742109172,-2.11269273628374,3.893999260471145,6.115220222309818,0.0,0.0,0.43375053750680753,0.7357732022238636,-3.4927847197935513,-0.3999198336524135,-0.6805305338205149,1.344705805993123,-0.17794970471216476,6.115220222309818,2
0.17655215280841471,-0.09493373057663221,0.6182180508220122,1.570571164530187,-0.0928625901923681,1.0654638570987744,-0.08210871467420754,-0.8769096720597451,-0.017656662363489267,1.7473353522299986,-0.6678126194806455,-0.22088230952891766,-0.35957157380231636,-1.394456698177004,-0.7392094883009116,0.18883537636019224,0.29158826071274796,0.03648847683757261,-1.1512794705415677,0.2572610395032571,-0.2568053903222897,-0.16352640847695976,0.0,0.0,-1.360572816198794,0.023399950544171867,0.22655259728794513,-0.6543030130981565,-0.8973225964072814,-0.33614040312422405,-0.17880651404983108,-0.16352640847695976,1
-0.8355953011882464,0.8946474018585748,-0.34369428786963085,0.9223618895434068,1.1912713793747385,1.2843810853928934,0.9065396236393612,-0.5494569274043805,1.3001672921186473,-0.45895418971514246,-0.6260282748477859,-0.9370619955523649,-0.35957157380231636,-0.36348556252744213,2.1924455958879956,0.6590362284098011,1.5039141641346643,1.4366363227321812,0.976961867596887,0.20986196398751736,-0.2568053903222897,-0.16352640847695976,0.0,0.0,-0.46341113934599326,-0.6889733011355199,0.22655259728794513,0.03157165371375463,0.14135009469729248,-0.9645783434394091,-0.17830273677698744,-0.16352640847695976,1
-0.39872463242808914,0.3790663220093717,-0.3856703894672175,0.4445470573713361,-0.5922247428262211,-0.321606609678125,0.08027079038762312,-0.1877816881560056,-0.44029670952580635,-0.8300292270050903,-2.1035843542184156,1.164581488075464,-0.35957157380231636,0.2723299248190092,1.5770948222018624,1.3999509276477216,-1.3731145840257442,-1.1944415743924595,0.6923633234531954,1.2052425498180561,-0.2568053903222897,-0.16352640847695976,0.0,0.0,-1.360572816198794,-0.6889733011355199,0.22655259728794513,-0.001325977352416858,2.4627642975766384,0.38763877837612354,-0.17804393895891402,-0.16352640847695976,0
-0.5479331629425576,-0.08819332720773217,-0.33857107342774423,-0.24992495362119493,-1.110301818798874,0.4331242795082789,-0.38945663315425133,-0.029213931987136475,-0.5966185047778277,1.0152819973380418,-1.5202653330220073,-0.44730748661488523,-0.35957157380231636,-0.22573577742293535,-0.4611724882934574,0.12272981257093442,0.3154565619698592,-0.8739437247165743,0.32556019608297754,1.2526416253337969,-0.2568053903222897,-0.16352640847695976,0.0,0.0,-1.360572816198794,0.023399950544171867,0.22655259728794513,-0.10427244230522714,-0.5220910570943391,-0.6689233209327672,-0.17787481362902616,-0.16352640847695976,0
