vehicle_id,timestamp,odometer_reading,engine_temp_c,engine_rpm,oil_pressure_psi,coolant_temp_c,fuel_level_percent,fuel_consumption_lph,vibration_level,engine_hours,brake_fluid_level_psi,brake_pad_wear_mm,brake_temp_c,abs_fault_indicator,battery_voltage_v,battery_current_a,battery_temp_c,battery_charge_percent,battery_health_percent,vehicle_speed_kph,gps_latitude,gps_longitude,engine_failure_imminent,brake_issue_imminent,battery_issue_imminent,failure_type,organisation_type,vehicle_type,tyre_pressure_psi,fault_indicator,maintenance_status,engine_temp_rpm_ratio,battery_stress_index,brake_wear_heat_ratio,fuel_efficiency_score,combined_failure_risk,label,organisation_type_enc,vehicle_type_enc,failure_type_enc
VEH0000,2023-01-01 00:00:00,90405.41732538812,92.30308022209978,2447.847426061153,28.27331299493916,91.8359238394918,62.77356195039568,10.21535728227698,1.6539763237381289,3086.9495866287743,1048.0069949789058,9.786577953798894,20.0,0,12.907070329136014,16.372668931093457,24.947584154338657,85.77464450832618,91.78900145648862,71.12478290502337,34.49269107307557,79.85704439636122,0,0,0,No Failure,NGO,Medical Van,28.7,0,WARNING,0.03769245859900901,0.10414876687118328,1.9573155907597788,6.961853519787179,0,1,3,4,9
VEH0000,2023-01-01 00:00:00,76712.28535797643,82.66842121050024,2132.665479897109,71.78372457328074,84.96021178512586,27.06596360012453,3.808129756315566,1.4705480220778162,3058.918210821353,963.6971001489596,7.43967307702123,67.2025752826482,0,11.754891209612902,9.226583862576517,36.98195286133348,77.07199717523648,95.08598853740789,79.58376977590552,30.919582948440315,79.59273319031233,0,0,0,No Failure,NGO,Medical Van,28.6,0,WARNING,0.0387447901226235,0.038567504626271024,4.999651900368102,20.892900706245314,0,1,3,4,9
VEH0000,2023-01-01 00:00:00,31381.561743305563,99.3882128176128,2212.155243177671,55.52250450717497,91.78810523628484,68.36816243416183,4.0763150631305,1.2468345504984777,1090.6607993244083,948.0490608339156,7.751080784541192,209.7159268971743,0,11.772458451584916,-40.35831782000279,28.472225887316583,62.57250742116127,90.82879195977996,116.50123881560366,31.986296151746107,78.20339505719585,0,0,0,No Failure,NGO,Medical Van,29.1,0,WARNING,0.04490792642043049,0.31438046042515105,16.25525091184933,28.573028331579504,0,1,3,4,9
VEH0000,2023-01-01 00:00:00,31381.561743305563,99.3882128176128,2212.155243177671,55.52250450717497,91.78810523628484,68.36816243416183,4.0763150631305,1.2468345504984777,1090.6607993244083,948.0490608339156,7.751080784541192,209.7159268971743,0,11.772458451584916,-40.35831782000279,28.472225887316583,62.57250742116127,90.82879195977996,116.50123881560366,31.986296151746107,78.20339505719585,0,0,0,Brake Pad Worn,NGO,Medical Van,22.7,1,CRITICAL,0.04490792642043049,0.31438046042515105,16.25525091184933,28.573028331579504,0,2,3,4,3
VEH0000,2023-01-01 00:00:00,31381.561743305563,99.3882128176128,2212.155243177671,55.52250450717497,91.78810523628484,68.36816243416183,4.0763150631305,1.2468345504984777,1090.6607993244083,948.0490608339156,7.751080784541192,209.7159268971743,0,10.95778663649712,-40.35831782000279,28.472225887316583,62.57250742116127,90.82879195977996,116.50123881560366,31.986296151746107,78.20339505719585,0,0,0,No Failure,NGO,Medical Van,26.5,0,CRITICAL,0.04490792642043049,0.3377513781022708,16.25525091184933,28.573028331579504,0,2,3,4,9
VEH0000,2023-01-01 00:00:00,75481.48015931725,91.66666864779368,1159.3823258731156,51.52555725139096,90.33572127405706,17.832635998751485,3.512207163760351,1.4245893797725735,1067.321530012748,1032.1600682804212,8.207441256833198,76.4316285223303,0,12.657247048823072,13.276278112067146,11.047107133109016,83.20072311940794,93.05994734233856,89.4029897623956,34.21891446465687,81.25671504346397,0,0,0,No Failure,NGO,Medical Van,35.6,0,NORMAL,0.07899695350738836,0.0727889642539966,6.273081012611227,25.447685147807615,0,0,3,4,9
VEH0000,2023-01-01 00:00:00,30871.75202913585,90.7327663156757,2308.6028564358685,47.52868775427865,89.23887810468133,66.22244977039298,1.5420972337055971,1.4237728156116518,2372.823527962329,891.302150829539,8.400029318180755,71.85225660821585,0,12.661966039830878,0.0,29.109526297499706,53.35169579324205,90.62833737104424,67.02953082481264,33.91837538149013,84.20842828565969,0,0,0,No Failure,NGO,Medical Van,33.3,0,NORMAL,0.03928500783710176,0.0,6.035610620864601,43.438306647629574,0,0,3,4,9
VEH0000,2023-01-01 00:00:00,87331.66497677671,92.95694441169864,2591.733873189142,34.56888950835582,93.80830044631622,56.40723905734305,5.350753464094658,1.9759296131946884,1669.8479922167958,840.9855868814099,8.029047719650064,21.73537380110024,0,11.761433829223744,10.781812305886314,21.446761301591412,50.20132606505955,95.73862012427352,98.73615084705898,32.35971683702807,83.93333325938896,0,0,0,No Failure,NGO,Medical Van,30.9,0,WARNING,0.03585286765176511,0.03906113194874074,1.7451435345346564,18.449308532145157,0,1,3,4,9
VEH0000,2023-01-01 00:21:00,86340.24371568313,93.78301650831033,1247.1017502840866,40.20360625581612,89.87572843862851,49.21306129327977,5.138005704763232,1.9436368800705712,1730.488260414356,918.7381459003004,8.067325310294173,70.62146286150254,0,13.356934730716768,6.928603946899011,29.056343155842388,79.2181035076678,95.8735030717475,33.777133348909295,31.964325893263997,83.68832669114197,0,0,0,No Failure,NGO,Medical Van,33.1,0,NORMAL,0.0751405215856511,0.021403655190956817,5.697263147925994,6.572698161747905,0,0,3,4,9
VEH0000,2023-01-01 00:33:00,41387.37657296667,91.91082359314784,3037.066418422697,29.69575925612768,93.4894685946852,46.26290767047228,6.681909570446956,0.8235695923146529,548.1176134726021,1108.305293147373,9.321675960915094,111.51212526873756,0,12.11119610974298,0.0,31.159154986812663,76.14761971261805,94.3730456338404,39.281648185870175,33.43818759124236,79.18143618389458,0,0,0,No Failure,NGO,Medical Van,29.9,0,WARNING,0.030253065909225937,0.0,10.394798974681434,5.877926039816666,0,1,3,4,9
