vehicle_id,timestamp,odometer_reading,engine_temp_c,engine_rpm,oil_pressure_psi,coolant_temp_c,fuel_level_percent,fuel_consumption_lph,vibration_level,engine_hours,brake_fluid_level_psi,brake_pad_wear_mm,brake_temp_c,abs_fault_indicator,battery_voltage_v,battery_current_a,battery_temp_c,battery_charge_percent,battery_health_percent,vehicle_speed_kph,gps_latitude,gps_longitude,engine_failure_imminent,brake_issue_imminent,battery_issue_imminent,failure_type,organisation_type,vehicle_type,tyre_pressure_psi,fault_indicator,maintenance_status
VEH0033,2023-01-01 04:12:00,43153.32092546435,100.77975698468683,2635.144270019893,49.282672653178246,93.67488406678022,12.542265852198165,6.176118011068347,0.5259267002292409,2808.9754995002268,989.8039430075981,6.689640229992143,99.02764168345342,0.0,12.368555688440152,35.861674803162295,25.76049410781975,93.39631725449613,90.95368287021968,46.06304932760244,32.28143259347316,78.47550251601218,0.0,0.0,0.0,No Failure,Government Agency,Community Outreach Vehicle,28.8,0,WARNING
VEH0019,2023-01-01 01:45:00,63969.91028180122,98.66448488293993,718.5885428020075,60.72283565828581,92.19881260926769,6.062905017404741,6.129316462734626,1.00873872946172,4036.774726813244,886.8455231067335,9.309842077522415,63.892314279187104,0.01566573519166635,12.322528928533474,0.0,19.863314640946015,56.32491434256863,95.0468566205955,110.8701374534259,31.893406150872746,81.61036735403047,0.001219672960189534,0.0,0.0,No Failure,Emergency Service,Emergency Response Vehicle,29.8,0,WARNING
VEH0021,2023-01-01 13:03:00,76221.70268295558,85.2381723290957,1743.4335625463204,54.69851789822442,93.32151873341716,38.14563949956136,6.642881127445962,1.5872548408816065,1068.7440366065955,1202.4914559354568,8.060466653145992,67.53068914028674,0.0,12.624660257176208,-2.600279162639559,19.10881862895269,85.01397241251476,92.99002782431592,103.11131832212226,28.23353194786505,84.68406830692409,0.0,0.0,0.0,No Failure,Government Agency,Ambulance,33.7,0,NORMAL
VEH0007,2023-01-02 09:36:00,42455.69082897725,90.9749126864236,1829.805567511424,48.30457394892601,91.2263835643964,57.19866790985552,6.252166453105133,1.6334988463484212,1809.601210779668,1009.5441396737634,6.421120966326361,11.46190863172535,0.0,12.412644687974302,10.24556120220715,25.68515527484849,92.32884043109507,91.87858983374872,106.09673288169805,33.10235607786359,84.09384541223037,0.0,0.0,0.0,No Failure,Emergency Service,Field Inspection Vehicle,33.5,0,NORMAL
VEH0016,2023-01-01 15:52:00,74539.86645866354,84.9409930815244,1496.454909232175,33.715183199122194,86.85629829307791,44.55054929894101,4.8372149084415215,1.949909394632932,3408.505501255276,957.8044218777056,8.925487338961526,6.019714337035822,0.0,12.37080427682191,-17.390098923851014,21.416147527864467,94.05538831326388,94.77924647932122,99.65090553422984,32.11857357917755,84.80254767401331,0.0,0.0,0.0,No Failure,NGO,Ambulance,30.9,0,WARNING
VEH0045,2023-01-01 02:06:00,93803.4123279338,93.48616759569934,2230.3084526332386,49.450951290047996,89.01816817737196,88.75106865186777,8.963834896198474,1.5347336599476684,4237.033723371341,927.443908561024,7.549288138245863,87.02463190688319,0.01129900562098559,12.048936066792063,10.329556136100484,36.326363700537236,69.31768658743304,93.5895210026255,96.12770425492441,31.24208547059616,80.9562309993039,0.0,0.002047738211657641,0.0,No Failure,Government Agency,Medical Van,35.1,0,NORMAL
VEH0017,2023-01-01 02:12:00,41389.7754025328,84.99983344292502,2391.8723730952565,45.00217722170063,86.29056521391817,82.80801720352856,0.0,1.2091582717440805,525.045095195002,1002.4201022042498,9.240191617903282,88.20656934871245,0.0,13.536850407581095,11.127492036271715,29.337723028291993,65.11457953604173,94.35647370026764,99.28377342502672,34.000820686175025,82.30799106020245,0.0,0.0026978943791430843,0.002007920819218907,No Failure,Government Agency,Field Inspection Vehicle,32.5,0,NORMAL
VEH0046,2023-01-01 15:36:00,60329.291908195846,100.38385470608655,1746.9910301586938,61.71535503004556,84.82042802168789,9.909184314320115,8.737329424237279,2.099357099792772,2043.906616429913,1119.617069633721,9.312274427833193,115.87568202709097,0.02324075457890564,12.844591331927983,0.0,24.330747871158767,99.2974244915509,97.07324430790005,80.62245088731893,32.67781699750429,75.35226512547271,0.0028089793767000913,0.005325166246877514,0.0011926821101591154,No Failure,Local Authority,Ambulance,31.0,0,WARNING
VEH0036,2023-01-01 01:38:00,56697.004833548664,93.6532566470055,1503.5285568648842,43.69213935301781,90.56840833236984,26.09460623261438,3.6109336895246815,0.651515541731532,821.1691316337783,992.1585100401951,6.371800117835908,45.02308548720002,0.006421781163259043,12.973942888371054,12.395681858334468,22.388349762429694,97.97243269065852,98.40676427033351,74.71256509268453,33.065842564091405,83.8608144283139,0.0,0.0,0.0,No Failure,NGO,Ambulance,34.0,0,NORMAL
VEH0037,2023-01-01 10:50:00,54902.99108264118,91.64432436124831,2920.820310518963,45.0219806530937,88.49281461296816,89.46833413962011,5.6997661170279,1.6249656684654405,1512.7966901483096,974.2082233458212,8.98409596436084,134.3407545224239,0.0,12.050758843726564,33.742994118325676,31.85821518852404,87.25764018450593,98.94091883928216,145.9648510015624,33.62749436593224,84.53207312493333,0.0003757183514063103,1.7459602358805196e-05,0.0,No Failure,Government Agency,Field Inspection Vehicle,32.3,0,NORMAL
VEH0035,2023-01-01 03:45:00,22958.098999599308,102.45072716842606,1985.9039151600202,28.01782729193777,93.69039539668256,86.84295470397069,7.282286207173189,2.3938682968940763,4291.810814700704,834.1634963186503,7.926985666035217,56.60755041656306,0.004838209224322264,12.702911159445996,34.68027904933791,26.150175938476522,55.21685210705658,99.3998277795716,79.88216392852816,31.772751655821672,75.65092743263926,0.0,0.0,0.0,No Failure,Emergency Service,Medical Van,28.8,0,WARNING
